# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; MZMSL
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
MZMSL;MSONDQ
0.000453220361117;0.017693278966713
0.000441697809563;0.003828182176433
0.000168997422789;-0.005669891668878
0.000211246778487;-0.009264844258932
0.000234291881594;0.009618709838267
0.000530037371476;-0.010093211410556
0.00050315141785;-0.004511786136512
0.000591490979763;0.002050811880233
0.000564605026137;-0.001359165520625
0.000499310567332;0.020990662774145
0.000660626289086;-0.002074939078824
0.000629899484942;0.010294271398815
0.000622217783906;-0.001704988700429
0.000506992268368;-0.003997072566569
0.000729761598408;0.015763103079434
0.000818101160321;0.006988845191852
0.000756647552034;0.009345268254236
0.000702875644783;0.005179305297529
0.000687512242711;0.005887036456197
0.000668307990121;0.017033802205226
0.000695193943747;0.022116598708389
0.000898759021198;-0.009892151422298
0.000887236469644;0.013229747227384
0.000791215206695;0.008404307509188
0.000683671392193;0.008943148277721
0.000814260309803;0.009409607450479
0.001002461985182;0.029403012682863
0.000718239046854;0.020443779606085
-9.60212629484321e-05;0.017862169356849
-0.000268859536256;0.001865836691034
-4.99310567332809e-05;-0.019012232489686
0.000257336984702;-0.053007455304365
0.000687512242711;0.020282931615478
0.000914122423269;0.015570085490706
0.000626058634424;0.000812282352564
0.000326472294025;0.135956764060125
0.000460902062153;-0.106875447358475
0.000533878221994;0.035965610699609
0.00072592074789;0.017315286188788
0.000518514819922;0.044329706211144
7.68170103586964e-05;0.007801127544413
-0.000203565077451;-0.003498443795691
7.68170103579782e-06;-0.054961758390233
-0.000337994845579;-0.010599882580966
-0.000714398196337;-0.064580468228502
0.000610695232352;0.014942778327343
0.001086960696577;-0.002670076644068
0.001279003222474;0.034759250770061
0.001578589562873;0.004165962956706
0.001344297681279;-0.010889408964058
0.001037029639843;0.010101253810088
0.001305889176099;0.018594027714107
0.001110005799684;0.017065971803349
0.001501772552514;0.042841862298034
0.001605475516498;0.015377067901981
0.00102550708829;0.041345975985394
0.000587650129245;0.028542475933119
0.000449379510599;0.02332295863794
0.000368721649722;0.044900716577798
0.000737443299444;0.01314932323208
0.000518514819922;-0.041788307959563
0.000576127577691;0.038909128927708
0.000948690077931;-0.140733949381137
0.001236753866776;-0.056337008709919
0.002250738403512;-0.029419097481926
0.002319873712835;0.015964163067694
0.001428796392673;-0.02261522747927
0.002435099228373;0.019591285255869
0.002339077965425;0.022969093058605
0.00162083891857;0.044619232594236
0.002719322166701;-0.003763842980192
0.002715481316183;-0.000772070354911
0.001778313789806;0.038048592177962
0.00160163466598;0.011026129756074
0.001755268686698;0.020588542797628
0.001605475516498;0.020049702029097
0.001417273841119;0.047932701200731
0.000368721649722;0.033938926017968
0.000126748067092;0.030335931028381
-0.001305889176099;0.074167008468647
0.000756647552034;-0.066985145688067
0.001782154640323;-0.0016969463009
-0.001129210052274;0.004865651715847
-0.000134429768128;0.002396635060036
-0.001759109537216;-0.095784978406157
0.006072384668861;0.015618339887891
0.0011560960059;-0.000522755969472
-0.001893539305344;0.0104229497913
0.003383789306304;-0.013245832026443
0.00147104574837;-0.026885741629872
0.003295449744391;-0.063856652270772
0.003076521264869;0.021223892360526
0.001559385310283;-0.071657779815186
0.002884478738972;-0.028043847162241
0.006733010957946;0.006546513217685
0.023148806071617;-0.025349643319582
0.009394720366879;0.044024095028994
0.001851289949646;0.014355683161628
0.000583809278727;0.033231194859297
0.002435099228373;0.056111821523071
0.003153338275228;0.009176377864099
-0.000445538660081;-0.014572827948947
0.003994484538657;-0.011379995335409
0.008338486474445;0.036279264281292
0.00477033634328;-0.037348903418824
0.006368130158742;0.0287757055195
0.004201890466625;0.005983545250561
0.003660330543596;-0.015980247866755
0.008795547686079;-0.037099589033383
0.009444651423612;-0.00299177262528
0.009060566371817;0.032949710875735
0.006033976163682;-0.020588542797628
0.00311108891953;0.05188956176965
-0.00016899742279;0.00402119976516
-0.000153634020717;0.032225894918009
0.001755268686698;0.055203030376143
0.002995863403992;-0.024135240990501
0.000361039948686;0.07652343153103
-0.000603013531316;-0.020081871627218
-0.002035650774508;0.015948078268632
-0.002243056702475;-0.007117523584337
0.004363206188378;-0.037541921007552
0.006041657864718;0.027513048793237
0.004962378869176;-0.003450189398509
0.002807661728614;-0.050980770622723
0.003975280286067;0.034855759564425
0.003552786729093;0.023314916238408
0.006448788019619;-0.064379408240242
0.007954401422651;-0.106143589001214
0.005388713276668;0.095406985628231
0.00762024742759;-0.043766738244023
0.012033384672703;0.029949895850925
0.008215579257871;0.049050594735445
0.007401318948068;-0.03477533556912
0.00652176417946;0.011733860914742
0.001716860181519;-0.011339783337757
0.004804903997941;0.032129386123645
0.004151959409891;0.007495516362263
0.004797222296906;0.010382737793647
0.002181603094189;0.003804054977844
0.001263639820402;0.036753765853579
-0.001501772552515;0.016181307855012
-0.002189284795225;0.026950080826116
-0.003963757734513;0.013639909603428
0.000222769330041;0.011814284910047
0.007074846654043;0.024842972149169
0.004075142399532;0.05710907906483
0.006479514823763;-0.018055186945576
0.006510241627906;-0.012353125678578
0.005438644333401;0.013865096790279
0.005638368560334;0.004439404540739
0.006702284153803;0.040413057639878
0.006022453612127;0.027810617575858
0.008749457479865;0.076249989947002
0.008983749361458;0.052725971320802
0.010957946527679;-0.064701104221456
0.012985915601151;0.028317288746271
0.012955188797008;-0.000731858357259
0.019369409161965;-0.044241239816313
0.01350827127159;0.034968353157847
0.011080853744254;-0.002034727081171
0.008849319593331;0.076105226755454
0.009375516114288;-0.009441777048599
0.01017441302202;-0.008790342686643
0.008899250650065;0.080914581674587
0.009556036088631;-0.003176747814476
0.010520089568634;-0.040573905630485
0.025591587001026;-0.071891009401566
0.028810219735058;-0.07826058982958
0.022580360194962;-0.080118384121087
0.031510337649169;-0.050522353849495
0.01777545619702;-0.029193910295076
0.008772502582973;0.015369025502449
0.011391962636205;0.037694726598627
0.01757189111957;-0.036013865096789
0.012647920755573;-0.005267771692364
0.009967007094051;0.016486919037166
0.018336220372639;0.010061041812435
-0.004171163662481;0.021344528353478
0.00408282410057;-0.025800017693278
0.016561747433351;0.019422394865732
0.004416978095629;0.051286381804876
0.004712723585511;-0.004149878157647
-0.00061453608287;0.003586910190523
0.000403289304384;0.123844910367457
0.008376894979624;-0.045125903764646
0.009429288021539;0.156883087638027
0.009275654000822;-0.069100296764543
0.005465530287028;0.008669706693691
0.009041362119227;0.045117861365117
0.016250638541399;-0.006441962023789
0.015628420757492;-0.049710071496933
0.020490937513203;0.073314514118433
0.028921604400078;-0.012320956080457
0.036887528374284;0.002163405473658
0.038220303504008;-0.027159183213905
0.032155600536182;-0.03181573254196
0.011499506450708;-0.055323666369098
