# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; HSMW
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
HSMW;MSONDQ
-0.189922480620156;0.017693278966713
-0.004651162790698;0.003828182176433
-0.044186046511628;-0.005669891668878
-0.061240310077519;-0.009264844258932
-0.029457364341086;0.009618709838267
-0.021705426356588;-0.010093211410556
-0.065891472868219;-0.004511786136512
0.075193798449614;0.002050811880233
-0.074418604651163;-0.001359165520625
0.013178294573642;0.020990662774145
0.040310077519382;-0.002074939078824
-0.055813953488372;0.010294271398815
0.062790697674419;-0.001704988700429
-0.027131782945737;-0.003997072566569
0.071317829457365;0.015763103079434
-0.182945736434109;0.006988845191852
0.265116279069768;0.009345268254236
-0.008527131782947;0.005179305297529
0.002325581395349;0.005887036456197
0.114728682170544;0.017033802205226
-0.158139534883721;0.022116598708389
0.03643410852713;-0.009892151422298
-0.026356589147286;0.013229747227384
-0.075968992248063;0.008404307509188
0.143410852713179;0.008943148277721
0.038759689922482;0.009409607450479
0.065116279069768;0.029403012682863
-0.12248062015504;0.020443779606085
-0.082170542635658;0.017862169356849
-0.094573643410854;0.001865836691034
-0.114728682170542;-0.019012232489686
0.104651162790698;-0.053007455304365
0.124806201550386;0.020282931615478
0.069767441860465;0.015570085490706
0.072093023255814;0.000812282352564
-0.037209302325581;0.135956764060125
-0.014728682170542;-0.106875447358475
-0.0015503875969;0.035965610699609
0.04108527131783;0.017315286188788
0.206976744186047;0.044329706211144
-0.269767441860465;0.007801127544413
0.005426356589146;-0.003498443795691
-0.180620155038758;-0.054961758390233
-0.061240310077521;-0.010599882580966
0.059689922480621;-0.064580468228502
0.031782945736435;0.014942778327343
0.135658914728681;-0.002670076644068
0.034883720930233;0.034759250770061
0.124806201550388;0.004165962956706
0.06046511627907;-0.010889408964058
0.059689922480619;0.010101253810088
-0.065116279069768;0.018594027714107
0.024806201550388;0.017065971803349
0.016279069767442;0.042841862298034
-0.106976744186047;0.015377067901981
0.268217054263565;0.041345975985394
-0.130232558139535;0.028542475933119
-0.059689922480619;0.02332295863794
-0.266666666666668;0.044900716577798
0.051937984496123;0.01314932323208
-0.005426356589146;-0.041788307959563
-0.12248062015504;0.038909128927708
-0.048837209302326;-0.140733949381137
-0.051937984496123;-0.056337008709919
-0.004651162790698;-0.029419097481926
0.15891472868217;0.015964163067694
