# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; FSPCOM
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
FSPCOM;MSONDQ;GDP252
0.001383210644708;0.017693278966713;0.003797130397809
0.000848893489311;0.003828182176433;0.002561085346439
-0.000670787770845;-0.005669891668878;0.000326315893562
-0.001031625330334;-0.009264844258932;0.002076555686302
-0.000143409799284;0.009618709838267;0.002867624519178
-0.000242871434271;-0.010093211410556;-0.000969059320274
-0.000268315108338;-0.004511786136512;0.000266985731096
0.004628435618831;0.002050811880233;-1.97767208219082e-05
0.002761795166858;-0.001359165520625;0.003520256306302
0.000587517564809;0.020990662774145;0.001156938168082
0.002389392300976;-0.002074939078824;0.004815631520138
-0.000286819598568;0.010294271398815;0.002610527148494
-0.005299223389676;-0.001704988700429;0.002996173204521
-0.003048614765427;-0.003997072566569;0.002037002244658
0.001239800845424;0.015763103079434;0.003589474829179
0.004117249076221;0.006988845191852;0.001710686351096
0.002858943740567;0.009345268254236;0.00247209010274
0.000899780837444;0.005179305297529;0.003530144666713
0.001600638404913;0.005887036456197;0.002234769452877
0.002965344559391;0.017033802205226;0.005270496099042
0.001910588616269;0.022116598708389;0.004795854799316
0.001787996368494;-0.009892151422298;0.005102393972055
0.001299940438672;0.013229747227384;0.000781180472466
0.001260618396933;0.008404307509188;0.006209890338083
0.000599082871203;0.008943148277721;0.003184052052329
-0.000349272253095;0.009409607450479;0.004993622007535
0.003351625792946;0.029403012682863;0.008316111105618
-8.7896328593514e-05;0.020443779606085;0.004479427266165
-0.002417149036321;0.017862169356849;0.000850398995343
-0.004658505415455;0.001865836691034;0.003540033027124
-0.001121834720206;-0.019012232489686;0.001295375213836
0.005037847465174;-0.053007455304365;0.00184912339685
0.003180459258317;0.020282931615478;0.004232218255891
0.00192678004522;0.015570085490706;0.001631579467808
7.17048996420368e-05;0.000812282352564;0.001938118640548
-0.00202161555765;0.135956764060125;0.007712921120549
0.004438764593971;-0.106875447358475;0.005102393972055
0.001313818806345;0.035965610699609;0.006328550663015
0.003675454371975;0.017315286188788;0.001522807503288
-0.002969970681948;0.044329706211144;0.003866348920686
0.000513499603888;0.007801127544413;0.002205104371644
-0.005000838484713;-0.003498443795691;0.001611802746987
-0.000129531431611;-0.054961758390233;0.002768740915069
-0.003867438458113;-0.010599882580966;0.002135885848767
-0.006596850767069;-0.064580468228502;0.001661244549041
