# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; IPS13
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
IPS13;MSONDQ
0.007912044866063;0.017693278966713
0.000545179550926;0.003828182176433
-0.011276174152785;-0.005669891668878
0.027009087951756;-0.009264844258932
-0.0038200089525;0.009618709838267
-0.008911978453965;-0.010093211410556
-0.005911052061457;-0.004511786136512
-0.01573253858937;0.002050811880233
0.0210980358903;-0.001359165520625
0.00727568938198;0.020990662774145
0.01209488150318;-0.002074939078824
0.003000926392506;0.010294271398815
0.008457599626592;-0.001704988700429
0.001818640938295;-0.003997072566569
0.002910125668951;0.015763103079434
0.006093028718168;0.006988845191852
0.007911669656462;0.009345268254236
0.006275005374877;0.005179305297529
0.005820626547505;0.005887036456197
0.002364195698823;0.017033802205226
0.008820802520808;0.022116598708389
0.006548157964743;-0.009892151422298
-0.004729141816847;0.013229747227384
0.035284710921639;0.008404307509188
0.009549084357249;0.008943148277721
0.00500154398751;0.009409607450479
0.01036704128844;0.029403012682863
0.007366490105536;0.020443779606085
0.004455989226981;0.017862169356849
-0.011912904846469;0.001865836691034
0.009093579901073;-0.019012232489686
-0.020653037302963;-0.053007455304365
-0.002944269742685;0.020282931615478
0.002675994877638;0.015570085490706
0.024939806999686;0.000812282352564
0.008766397128596;0.135956764060125
0.00625024154118;-0.106875447358475
0.005419527483541;0.035965610699609
0.016920827397204;0.017315286188788
0.00504506830128;0.044329706211144
-0.008549901188551;0.007801127544413
0.008677472453049;-0.003498443795691
-0.011127591150607;-0.054961758390233
-0.02300822797135;-0.010599882580966
0.006745518215112;-0.064580468228502
-0.005510703416695;0.014942778327343
-0.018469317422445;-0.002670076644068
0.048925080773246;0.034759250770061
0.0114333869758;0.004165962956706
0.009257546496911;-0.010889408964058
0.009402002193476;0.010101253810088
0.016167406517466;0.018594027714107
0.00912134541158;0.017065971803349
0.013265910669347;0.042841862298034
0.026680404340875;0.015377067901981
0.014897322016512;0.041345975985394
-0.005720445583914;0.028542475933119
-0.005915554576676;0.02332295863794
-0.001185287131024;0.044900716577798
-0.033737721734804;0.01314932323208
-0.000204114023196;-0.041788307959563
0.002481261094479;0.038909128927708
-0.034153078763624;-0.140733949381137
-0.054597874737776;-0.056337008709919
0.022407892609009;-0.029419097481926
0.034520784173059;0.015964163067694
0.009228280147998;-0.02261522747927
