# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; LBOUT
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
LBOUT;MSONDQ;GDP252
0.003225975936531;0.017693278966713;0.003797130397809
0.003036830767614;0.003828182176433;0.002561085346439
0.00131350811748;-0.005669891668878;0.000326315893562
0.013828613460831;-0.009264844258932;0.002076555686302
-0.010466032680082;0.009618709838267;0.002867624519178
0.001029790364104;-0.010093211410556;-0.000969059320274
-0.003930016287501;-0.004511786136512;0.000266985731096
0.005380129249199;0.002050811880233;-1.97767208219082e-05
0.017800662008091;-0.001359165520625;0.003520256306302
0.005453685703778;0.020990662774145;0.001156938168082
0.005874008301371;-0.002074939078824;0.004815631520138
0.005369621184259;0.010294271398815;0.002610527148494
0.003120895287133;-0.001704988700429;0.002996173204521
0.007775968055483;-0.003997072566569;0.002037002244658
0.00464456470341;0.015763103079434;0.003589474829179
0.004150685651237;0.006988845191852;0.001710686351096
0.0039825566122;0.009345268254236;0.00247209010274
0.012073766615878;0.005179305297529;0.003530144666713
0.001471129091578;0.005887036456197;0.002234769452877
0.008143750328377;0.017033802205226;0.005270496099042
0.001523669416277;0.022116598708389;0.004795854799316
0.005884516366311;-0.009892151422298;0.005102393972055
-0.00328902432617;0.013229747227384;0.000781180472466
0.00995113749803;0.008404307509188;0.006209890338083
0.000704040350969;0.008943148277721;0.003184052052329
0.014354016707823;0.009409607450479;0.004993622007535
0.010192822991646;0.029403012682863;0.008316111105618
0.011043976251773;0.020443779606085;0.004479427266165
-0.003572742079546;0.017862169356849;0.000850398995343
0.000882677454947;0.001865836691034;0.003540033027124
0.005359113119319;-0.019012232489686;0.001295375213836
0.00597908895077;-0.053007455304365;0.00184912339685
0.005243524404981;0.020282931615478;0.004232218255891
0.000294225818316;0.015570085490706;0.001631579467808
0.001775862974833;0.000812282352564;0.001938118640548
0.014658750591079;0.135956764060125;0.007712921120549
0.006882782535596;-0.106875447358475;0.005102393972055
0.000147112909158;0.035965610699609;0.006328550663015
-0.001082330688804;0.017315286188788;0.001522807503288
0.002469395260863;0.044329706211144;0.003866348920686
-0.00068302422109;0.007801127544413;0.002205104371644
0.001702306520254;-0.003498443795691;0.001611802746987
-0.001817895234593;-0.054961758390233;0.002768740915069
0.002921242053276;-0.010599882580966;0.002135885848767
0.008469500341512;-0.064580468228502;0.001661244549041
