# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; IPS299
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
IPS299;MSONDQ
0.007968914325536;0.017693278966713
0.003711492560682;0.003828182176433
-0.003056302422251;-0.005669891668878
0.010260390207968;-0.009264844258932
0.0;0.009618709838267
-0.003711492560682;-0.010093211410556
-0.003165938823639;-0.004511786136512
-0.004038148962077;0.002050811880233
0.007204463252844;-0.001359165520625
0.005348153771811;0.020990662774145
0.009933733806572;-0.002074939078824
0.004584453633377;0.010294271398815
0.006658534048673;-0.001704988700429
0.004147785363466;-0.003997072566569
0.002183341349556;0.015763103079434
0.007531870588496;0.006988845191852
0.003165187889383;0.009345268254236
0.003602231626422;0.005179305297529
0.005021497370416;0.005887036456197
0.003601856159293;0.017033802205226
0.007641131522756;0.022116598708389
0.003602231626422;-0.009892151422298
0.003929638962074;0.013229747227384
0.014845594775599;0.008404307509188
0.007968163391279;0.008943148277721
0.007313724187104;0.009409607450479
0.010697433945007;0.029403012682863
0.010806694879267;0.020443779606085
0.008732238996843;0.017862169356849
0.006331126713021;0.001865836691034
0.007204463252844;-0.019012232489686
0.002191226159246;-0.053007455304365
0.001891978858196;0.020282931615478
-0.000639045051925;0.015570085490706
0.012141480519451;0.000812282352564
0.00541348505209;0.135956764060125
0.002811497854769;-0.106875447358475
0.004347909342711;0.035965610699609
0.006570299273584;0.017315286188788
0.00639270332202;0.044329706211144
-0.001423020415274;0.007801127544413
0.005634259723378;-0.003498443795691
-0.005906473391208;-0.054961758390233
-0.008640249550471;-0.010599882580966
-0.000304879307969;-0.064580468228502
-0.006135508339313;0.014942778327343
-0.010663266436356;-0.002670076644068
0.008399575121398;0.034759250770061
0.001523645605589;0.004165962956706
0.006190702007135;-0.010889408964058
0.00991683778581;0.010101253810088
0.013911057093907;0.018594027714107
0.007866411799581;0.017065971803349
0.007829616021032;0.042841862298034
0.016977872595742;0.015377067901981
0.013447355190778;0.041345975985394
0.002862185917054;0.028542475933119
0.004181201937861;0.02332295863794
0.008172042041805;0.044900716577798
-0.00895489100377;0.01314932323208
0.002445792872056;-0.041788307959563
0.001745922145389;0.038909128927708
-0.013119947855126;-0.140733949381137
-0.033208941073813;-0.056337008709919
0.002662437404937;-0.029419097481926
0.014703292734072;0.015964163067694
0.008109339031422;-0.02261522747927
