# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; PMNV
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
PMNV;MSONDQ
0.310697674418607;0.017693278966713
-0.349767441860467;0.003828182176433
-0.219534883720928;-0.005669891668878
0.223255813953489;-0.009264844258932
-0.22046511627907;0.009618709838267
-0.093953488372094;-0.010093211410556
-0.010232558139536;-0.004511786136512
-0.043720930232556;0.002050811880233
0.105116279069766;-0.001359165520625
0.267906976744186;0.020990662774145
0.105116279069768;-0.002074939078824
0.071627906976745;0.010294271398815
-0.231627906976745;-0.001704988700429
-0.173953488372095;-0.003997072566569
0.151627906976746;0.015763103079434
-0.049302325581396;0.006988845191852
0.142325581395349;0.009345268254236
-0.072558139534884;0.005179305297529
-0.146046511627906;0.005887036456197
0.126511627906976;0.017033802205226
0.083720930232558;0.022116598708389
0.103255813953488;-0.009892151422298
0.107906976744187;0.013229747227384
0.026046511627906;0.008404307509188
-0.038139534883722;0.008943148277721
-0.107906976744184;0.009409607450479
-0.22418604651163;0.029403012682863
0.075348837209302;0.020443779606085
0.087441860465118;0.017862169356849
0.089302325581395;0.001865836691034
-0.020465116279072;-0.019012232489686
-0.264186046511626;-0.053007455304365
-0.189767441860465;0.020282931615478
0.073488372093023;0.015570085490706
0.182325581395348;0.000812282352564
0.120930232558142;0.135956764060125
0.043720930232556;-0.106875447358475
-0.106976744186046;0.035965610699609
-0.170232558139535;0.017315286188788
0.037209302325581;0.044329706211144
0.089302325581395;0.007801127544413
0.017674418604653;-0.003498443795691
0.108837209302326;-0.054961758390233
-0.103255813953488;-0.010599882580966
-0.187906976744188;-0.064580468228502
0.059534883720932;0.014942778327343
0.0;-0.002670076644068
0.094883720930233;0.034759250770061
0.213953488372091;0.004165962956706
-0.182325581395348;-0.010889408964058
-0.210232558139534;0.010101253810088
0.225116279069766;0.018594027714107
0.031627906976746;0.017065971803349
0.037209302325581;0.042841862298034
0.278139534883722;0.015377067901981
-0.022325581395349;0.041345975985394
-0.052093023255815;0.028542475933119
0.069767441860465;0.02332295863794
0.053023255813954;0.044900716577798
-0.132093023255813;0.01314932323208
-0.020465116279072;-0.041788307959563
-0.103255813953488;0.038909128927708
-0.287441860465117;-0.140733949381137
-0.349767441860464;-0.056337008709919
-0.106976744186046;-0.029419097481926
0.002790697674419;0.015964163067694
0.316279069767441;-0.02261522747927
0.17953488372093;0.019591285255869
0.143255813953491;0.022969093058605
-0.029767441860466;0.044619232594236
-0.066976744186047;-0.003763842980192
0.119069767441861;-0.000772070354911
0.020465116279069;0.038048592177962
-0.124651162790699;0.011026129756074
-0.018604651162789;0.020588542797628
0.066976744186047;0.020049702029097
0.084651162790697;0.047932701200731
0.060465116279071;0.033938926017968
-0.008372093023256;0.030335931028381
-0.08279069767442;0.074167008468647
0.00186046511628;-0.066985145688067
-0.004651162790699;-0.0016969463009
-0.22046511627907;0.004865651715847
0.00186046511628;0.002396635060036
-0.168372093023258;-0.095784978406157
-0.032558139534882;0.015618339887891
0.233488372093022;-0.000522755969472
-0.056744186046511;0.0104229497913
0.103255813953489;-0.013245832026443
-0.08279069767442;-0.026885741629872
-0.048372093023255;-0.063856652270772
-0.248372093023256;0.021223892360526
-0.111627906976744;-0.071657779815186
0.046511627906978;-0.028043847162241
0.056744186046511;0.006546513217685
0.184186046511628;-0.025349643319582
0.156279069767442;0.044024095028994
0.105116279069768;0.014355683161628
0.167441860465116;0.033231194859297
-0.080000000000001;0.056111821523071
0.058604651162791;0.009176377864099
-0.099534883720931;-0.014572827948947
-0.140465116279069;-0.011379995335409
-0.036279069767442;0.036279264281292
-0.095813953488371;-0.037348903418824
0.054883720930231;0.0287757055195
0.055813953488372;0.005983545250561
-0.027906976744186;-0.015980247866755
0.004651162790699;-0.037099589033383
0.039069767441861;-0.00299177262528
-0.085581395348838;0.032949710875735
0.099534883720931;-0.020588542797628
0.058604651162791;0.05188956176965
-0.024186046511629;0.00402119976516
0.088372093023257;0.032225894918009
-0.111627906976744;0.055203030376143
0.090232558139534;-0.024135240990501
0.027906976744186;0.07652343153103
-0.025116279069767;-0.020081871627218
-0.062325581395348;0.015948078268632
-0.039069767441861;-0.007117523584337
-0.049302325581396;-0.037541921007552
-0.050232558139535;0.027513048793237
-0.035348837209301;-0.003450189398509
-0.013023255813955;-0.050980770622723
-0.004651162790699;0.034855759564425
-0.01581395348837;0.023314916238408
0.013023255813952;-0.064379408240242
-0.084651162790697;-0.106143589001214
0.093023255813953;0.095406985628231
-0.01767441860465;-0.043766738244023
0.095813953488371;0.029949895850925
0.008372093023256;0.049050594735445
0.015813953488373;-0.03477533556912
-0.051162790697674;0.011733860914742
0.018604651162789;-0.011339783337757
0.041860465116279;0.032129386123645
0.000930232558141;0.007495516362263
0.011162790697674;0.010382737793647
-0.053953488372095;0.003804054977844
0.095813953488374;0.036753765853579
-0.053023255813954;0.016181307855012
0.0353488372093;0.026950080826116
-0.006511627906976;0.013639909603428
-0.08093023255814;0.011814284910047
0.016744186046512;0.024842972149169
-0.034418604651162;0.05710907906483
0.012093023255813;-0.018055186945576
-0.034418604651162;-0.012353125678578
0.004651162790696;0.013865096790279
-0.003720930232557;0.004439404540739
0.015813953488373;0.040413057639878
0.062325581395348;0.027810617575858
0.013023255813955;0.076249989947002
-0.010232558139536;0.052725971320802
0.031627906976743;-0.064701104221456
-0.039999999999999;0.028317288746271
-0.018604651162792;-0.000731858357259
0.020465116279072;-0.044241239816313
-0.040930232558141;0.034968353157847
0.048372093023255;-0.002034727081171
-0.001860465116277;0.076105226755454
0.109767441860464;-0.009441777048599
-0.013953488372093;-0.008790342686643
-0.048372093023255;0.080914581674587
0.013953488372093;-0.003176747814476
-0.115348837209304;-0.040573905630485
0.005581395348837;-0.071891009401566
-0.110697674418603;-0.07826058982958
-0.03906976744186;-0.080118384121087
0.011162790697674;-0.050522353849495
0.051162790697674;-0.029193910295076
0.090232558139534;0.015369025502449
0.017674418604653;0.037694726598627
-0.014883720930234;-0.036013865096789
-0.007441860465114;-0.005267771692364
0.012093023255813;0.016486919037166
0.018604651162792;0.010061041812435
0.078139534883721;0.021344528353478
0.034418604651162;-0.025800017693278
0.003720930232557;0.019422394865732
0.085581395348838;0.051286381804876
-0.025116279069767;-0.004149878157647
0.029767441860466;0.003586910190523
-0.10046511627907;0.123844910367457
-0.013953488372093;-0.045125903764646
0.013953488372093;0.156883087638027
0.012093023255813;-0.069100296764543
0.010232558139536;0.008669706693691
0.0;0.045117861365117
0.000930232558138;-0.006441962023789
-0.125581395348837;-0.049710071496933
0.034418604651162;0.073314514118433
-0.01767441860465;-0.012320956080457
0.042790697674418;0.002163405473658
-0.001860465116277;-0.027159183213905
0.05767441860465;-0.03181573254196
-0.072558139534884;-0.055323666369098
