# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; PMDEL
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
PMDEL;MSONDQ
-0.017287234042553;0.017693278966713
-0.077570921985815;0.003828182176433
-0.031914893617021;-0.005669891668878
-0.266400709219858;-0.009264844258932
-0.047429078014185;0.009618709838267
0.066932624113475;-0.010093211410556
0.013741134751774;-0.004511786136512
0.036347517730496;0.002050811880233
0.098847517730496;-0.001359165520625
0.026595744680851;0.020990662774145
0.038120567375887;-0.002074939078824
0.048758865248227;0.010294271398815
-0.152482269503547;-0.001704988700429
-0.008865248226951;-0.003997072566569
0.051418439716313;0.015763103079434
0.047872340425532;0.006988845191852
0.064716312056738;0.009345268254236
-0.128989361702128;0.005179305297529
0.008421985815602;0.005887036456197
0.105496453900709;0.017033802205226
0.040780141843972;0.022116598708389
0.102836879432624;-0.009892151422298
0.041666666666668;0.013229747227384
-0.030141843971632;0.008404307509188
0.022606382978723;0.008943148277721
-0.070478723404255;0.009409607450479
0.026595744680851;0.029403012682863
0.193705673758866;0.020443779606085
-0.070478723404255;0.017862169356849
-0.025265957446809;0.001865836691034
-0.13563829787234;-0.019012232489686
-0.235372340425532;-0.053007455304365
-0.125443262411348;0.020282931615478
0.108156028368795;0.015570085490706
0.089539007092198;0.000812282352564
0.027039007092198;0.135956764060125
-0.045212765957447;-0.106875447358475
0.016843971631206;0.035965610699609
0.090868794326241;0.017315286188788
0.051418439716312;0.044329706211144
0.051418439716313;0.007801127544413
0.040336879432624;-0.003498443795691
-0.031914893617021;-0.054961758390233
-0.145390070921986;-0.010599882580966
0.075797872340426;-0.064580468228502
-0.175531914893617;0.014942778327343
-0.124556737588653;-0.002670076644068
0.065159574468085;0.034759250770061
0.076241134751773;0.004165962956706
-0.000886524822694;-0.010889408964058
0.040336879432624;0.010101253810088
0.043439716312057;0.018594027714107
0.017287234042553;0.017065971803349
0.094414893617021;0.042841862298034
0.168882978723404;0.015377067901981
0.125;0.041345975985394
0.011081560283687;0.028542475933119
0.013741134751773;0.02332295863794
0.072251773049646;0.044900716577798
-0.039007092198582;0.01314932323208
-0.176418439716311;-0.041788307959563
-0.187943262411348;0.038909128927708
-0.375886524822694;-0.140733949381137
-0.220744680851064;-0.056337008709919
0.073581560283688;-0.029419097481926
0.1697695035461;0.015964163067694
0.111702127659574;-0.02261522747927
0.150709219858156;0.019591285255869
0.032801418439717;0.022969093058605
-0.054964539007093;0.044619232594236
-0.054521276595745;-0.003763842980192
0.090868794326242;-0.000772070354911
-0.029698581560285;0.038048592177962
0.023049645390072;0.011026129756074
-0.006648936170213;0.020588542797628
0.048315602836879;0.020049702029097
-0.010195035460993;0.047932701200731
0.019503546099291;0.033938926017968
0.056294326241134;0.030335931028381
0.019503546099291;0.074167008468647
0.015957446808511;-0.066985145688067
-0.175975177304964;-0.0016969463009
-0.111258865248227;0.004865651715847
-0.038563829787234;0.002396635060036
-0.124556737588653;-0.095784978406157
0.082003546099291;0.015618339887891
0.11436170212766;-0.000522755969472
0.015514184397164;0.0104229497913
0.01063829787234;-0.013245832026443
-0.03945035460993;-0.026885741629872
-0.093085106382979;-0.063856652270772
-0.009308510638298;0.021223892360526
0.036347517730496;-0.071657779815186
0.050975177304965;-0.028043847162241
0.022163120567375;0.006546513217685
0.023936170212766;-0.025349643319582
0.062056737588653;0.044024095028994
0.081560283687943;0.014355683161628
0.055851063829787;0.033231194859297
-0.004432624113475;0.056111821523071
-0.035904255319149;0.009176377864099
-0.071808510638298;-0.014572827948947
-0.092641843971632;-0.011379995335409
-0.002216312056737;0.036279264281292
-0.019946808510638;-0.037348903418824
0.002659574468085;0.0287757055195
0.026595744680851;0.005983545250561
0.011524822695035;-0.015980247866755
0.001773049645391;-0.037099589033383
-0.002216312056738;-0.00299177262528
0.025709219858156;0.032949710875735
-0.006648936170213;-0.020588542797628
0.039893617021277;0.05188956176965
0.075797872340426;0.00402119976516
0.040336879432625;0.032225894918009
