# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; EXRCAN
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
EXRCAN;MSONDQ;GDP252
-0.013492855765508;0.017693278966713;0.003797130397809
-0.01137328838472;0.003828182176433;0.002561085346439
-0.007289243919297;-0.005669891668878;0.000326315893562
0.003360289750031;-0.009264844258932;0.002076555686302
0.034843619869549;0.009618709838267;0.002867624519178
-0.001240722369242;-0.010093211410556;-0.000969059320274
0.00884014688085;-0.004511786136512;0.000266985731096
0.016698055219382;0.002050811880233;-1.97767208219082e-05
0.005945128019286;-0.001359165520625;0.003520256306302
0.059296189896694;0.020990662774145;0.001156938168082
0.006565489203901;-0.002074939078824;0.004815631520138
0.017783687292475;0.010294271398815;0.002610527148494
0.039651419050366;-0.001704988700429;0.002996173204521
0.007134153623142;-0.003997072566569;0.002037002244658
-0.002481444738484;0.015763103079434;0.003589474829179
0.002067870615398;0.006988845191852;0.001710686351096
-0.000206787061535;0.009345268254236;0.00247209010274
0.005169676538503;0.005179305297529;0.003530144666713
-0.003877257403881;0.005887036456197;0.002234769452877
0.003050109157725;0.017033802205226;0.005270496099042
0.000982238542311;0.022116598708389;0.004795854799316
-0.003463683280796;-0.009892151422298;0.005102393972055
-0.006307005376986;0.013229747227384;0.000781180472466
0.003515380046191;0.008404307509188;0.006209890338083
0.005273070069279;0.008943148277721;0.003184052052329
-0.001292419134638;0.009409607450479;0.004993622007535
-0.006410398907746;0.029403012682863;0.008316111105618
0.000672057950001;0.020443779606085;0.004479427266165
0.001550902961552;0.017862169356849;0.000850398995343
-0.002016173850018;0.001865836691034;0.003540033027124
0.009408811300091;-0.019012232489686;0.001295375213836
-0.001395812665398;-0.053007455304365;0.00184912339685
0.001550902961553;0.020282931615478;0.004232218255891
-0.008271482461609;0.015570085490706;0.001631579467808
-0.000155090296155;0.000812282352564;0.001938118640548
0.014475094307819;0.135956764060125;0.007712921120549
-0.011218198088559;-0.106875447358475;0.005102393972055
-0.008064695400074;0.035965610699609;0.006328550663015
-0.000258483826931;0.017315286188788;0.001522807503288
0.002636535034639;0.044329706211144;0.003866348920686
0.004549315353883;0.007801127544413;0.002205104371644
0.002171264146173;-0.003498443795691;0.001611802746987
-0.004710092294235;-0.054961758390233;0.002768740915069
-0.004802629504264;-0.010599882580966;0.002135885848767
-0.017776449745316;-0.064580468228502;0.001661244549041
-0.059314283764579;0.014942778327343;0.003134610250274
-0.005437982750868;-0.002670076644068;-0.00102838948274
-0.017430081417225;0.034759250770061;0.006941629008494
0.006232562034816;0.004165962956706;0.003391707620959
0.005222407239212;-0.010889408964058;0.002956619762877
-0.020612844474939;0.010101253810088;0.006249443779727
0.000631165808592;0.018594027714107;0.00504306380959
-0.023262562184752;0.017065971803349;0.007287721622878
-0.007636232608561;0.042841862298034;0.006031899850686
0.009039231124347;0.015377067901981;0.009295058786303
0.012782438815587;0.041345975985394;0.007366828506165
0.00432893204305;0.028542475933119;-0.000217543929041
0.006084502498763;0.02332295863794;0.001483254061644
-0.006277072949823;0.044900716577798;-0.00123604505137
-0.030755801540253;0.01314932323208;-0.003579586468768
-0.022691261230476;-0.041788307959563;0.00165135618863
0.023966206858404;0.038909128927708;0.00184912339685
0.008292057774237;-0.140733949381137;-0.005992346409042
0.019154737207248;-0.056337008709919;0.00350047958548
0.036356008740884;-0.029419097481926;0.006733973439864
0.013754441398362;0.015964163067694;0.005962681327809
-0.020547396369962;-0.02261522747927;0.00442998546411
-0.034627475693469;0.019591285255869;0.008563320115892
-0.025063057129579;0.022969093058605;0.003905902362329
-0.002441121261484;0.044619232594236;0.004627752672329
0.022713387446061;-0.003763842980192;0.005883574444521
0.058267424265531;-0.000772070354911;0.005369379703151
0.035384885003135;0.038048592177962;0.002481978463151
0.026760313633926;0.011026129756074;0.004390432022466
0.049576164068991;0.020588542797628;0.006991070810549
0.017877775405481;0.020049702029097;0.00267974567137
0.021747278294539;0.047932701200731;0.010135569421234
0.025457038178573;0.033938926017968;0.002116109127945
0.053942989841074;0.030335931028381;0.003955344164384
0.012284185390809;0.074167008468647;0.00257097370685
-0.043985158892593;-0.066985145688067;-0.000187878847808
0.013168717046543;-0.0016969463009;0.004884850043014
0.012998117720772;0.004865651715847;0.001433812259589
-0.016826263197548;0.002396635060036;-0.000791068832877
0.009973339978096;-0.095784978406157;-0.011134293822741
-0.018334257843826;0.015618339887891;0.005310049540686
0.03930349981933;-0.000522755969472;0.006565871312878
0.014655516019008;0.0104229497913;0.002135885848767
0.008012998634694;-0.013245832026443;0.000118660324932
0.019954951438648;-0.026885741629872;0.001987560442603
-0.030759575404137;-0.063856652270772;-0.00380701875822
0.02683062123486;0.021223892360526;0.00329282401685
0.055470629258203;-0.071657779815186;0.001779904873973
0.008012998634694;-0.028043847162241;0.003896014001918
-0.028484917727188;0.006546513217685;0.009245616984248
-0.00625530861159;-0.025349643319582;0.005082617251234
0.005841734488505;0.044024095028994;0.010412443512741
0.002429747973104;0.014355683161628;0.009482937634111
0.008736753350074;0.033231194859297;0.008573208476303
0.026106866519479;0.056111821523071;0.004756301357672
0.057848680465912;0.009176377864099;0.007979906851645
0.032982536315675;-0.014572827948947;0.004360766941234
0.007237547153917;-0.011379995335409;0.007505265551919
0.055263842196653;0.036279264281292;0.009690593202741
0.023935602373305;-0.037348903418824;0.005329826261508
-0.014785274900145;0.0287757055195;0.01122328906644
0.03008751745412;0.005983545250561;0.001364593736713
0.038048819323434;-0.015980247866755;0.00504306380959
-0.030346001281051;-0.037099589033383;0.006457099348357
0.001550902961552;-0.00299177262528;0.010679429243837
-0.000827148246156;0.032949710875735;0.003985009245617
-0.072892439192972;-0.020588542797628;0.000276874091507
-0.008168088930849;0.05188956176965;0.008622650278357
-0.015974300503992;0.00402119976516;0.007178949658357
-0.017215022873234;0.032225894918009;0.001582137665754
-0.067722762654468;0.055203030376143;0.010788201208358
-0.058262254588982;-0.024135240990501;0.004716747916028
-0.016698055219388;0.07652343153103;0.005537481830138
-0.019437983784787;-0.020081871627218;0.007851358166302
-0.023005060596374;0.015948078268632;0.002521531904795
0.002119567380794;-0.007117523584337;0.003203828773151
-0.016646358453993;-0.037541921007552;0.006496652790001
-0.021609247930977;0.027513048793237;0.003154386971096
0.022022822054047;-0.003450189398509;0.005626477073836
-0.018972712896322;-0.050980770622723;0.002323764696576
-0.026727227704085;0.034855759564425;0.002877512879589
0.012252133396266;0.023314916238408;-0.005033175449179
-0.008116392165469;-0.064379408240242;-0.002966508123288
-0.010752927200093;-0.106143589001214;0.00607145329233
-0.008168088930849;0.095406985628231;0.003035726646165
-0.013803036357818;-0.043766738244023;-0.00061307834548
0.065965072631381;0.029949895850925;0.011599046762056
0.025900079457928;0.049050594735445;0.004113557930959
0.011941952803955;-0.03477533556912;0.007159172937535
0.092847390631605;0.011733860914742;0.00844465979096
