# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; FSPXE
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
FSPXE;MSONDQ
0.001199593983574;0.017693278966713
-0.029989849589369;0.003828182176433
-0.03774107225247;-0.005669891668878
-0.013010980898773;-0.009264844258932
-0.015871551167296;0.009618709838267
-0.002306911506874;-0.010093211410556
0.033588631540093;-0.004511786136512
0.061271569622588;0.002050811880233
0.041339854203195;-0.001359165520625
0.014487404263172;0.020990662774145
-0.002030082126049;-0.002074939078824
-0.024453261972873;0.010294271398815
-0.092553289655808;-0.001704988700429
-0.045123189074467;-0.003997072566569
0.022423179846821;0.015763103079434
0.034142290301743;0.006988845191852
-0.002122358586323;0.009345268254236
0.000738211682198;0.005179305297529
0.007566669742551;0.005887036456197
0.03017440250992;0.017033802205226
0.006090246378149;0.022116598708389
-0.014302851342623;-0.009892151422298
-0.013380086739872;0.013229747227384
0.006736181600073;0.008404307509188
0.003137399649349;0.008943148277721
-0.041616683584017;0.009409607450479
0.009504475408322;0.029403012682863
0.000369105841102;0.020443779606085
-0.018916674356374;0.017862169356849
-0.063117098828089;0.001865836691034
-0.007474393282274;-0.019012232489686
0.044384977392269;-0.053007455304365
0.045676847836117;0.020282931615478
0.020023991879671;0.015570085490706
-0.014395127802898;0.000812282352564
-0.024914644274246;0.135956764060125
0.027498385161944;-0.106875447358475
-0.002676017347973;0.035965610699609
0.009504475408322;0.017315286188788
-0.021223585863247;0.044329706211144
-0.000369105841099;0.007801127544413
-0.02223862692627;-0.003498443795691
-0.017255698071424;-0.054961758390233
-0.023622773830395;-0.010599882580966
-0.014395127802898;-0.064580468228502
0.015502445326197;0.014942778327343
0.024545538433147;-0.002670076644068
0.061548399003413;0.034759250770061
0.046045953677216;0.004165962956706
-0.028328873304419;-0.010889408964058
-0.020393097720772;0.010101253810088
0.03534188428532;0.018594027714107
-0.014026021961798;0.017065971803349
-0.002952846728798;0.042841862298034
0.006459352219248;0.015377067901981
-0.013287810279598;0.041345975985394
-0.058041893512966;0.028542475933119
-0.034603672603119;0.02332295863794
-0.040693918981268;0.044900716577798
-0.037464242871643;0.01314932323208
-0.034050013841469;-0.041788307959563
-0.062840269447264;0.038909128927708
-0.02703700286057;-0.140733949381137
0.02962074374827;-0.056337008709919
0.035157331364768;-0.029419097481926
0.01310325735905;0.015964163067694
