# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; LHNAG
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
LHNAG;MSONDQ;GDP252
0.006562261743608;0.017693278966713;0.003797130397809
0.004874045029486;0.003828182176433;0.002561085346439
0.001233098383357;-0.005669891668878;0.000326315893562
0.005021861239479;-0.009264844258932;0.002076555686302
0.008394404767461;0.009618709838267;0.002867624519178
-0.002660691779863;-0.010093211410556;-0.000969059320274
-0.001190309480465;-0.004511786136512;0.000266985731096
-0.00013225660894;0.002050811880233;-1.97767208219082e-05
0.002123885543575;-0.001359165520625;0.003520256306302
3.88990026256239e-06;0.020990662774145;0.001156938168082
0.004488944903453;-0.002074939078824;0.004815631520138
0.00382766185875;0.010294271398815;0.002610527148494
0.004726228819493;-0.001704988700429;0.002996173204521
0.004885714730274;-0.003997072566569;0.002037002244658
0.00211610574305;0.015763103079434;0.003589474829179
0.002345609858563;0.006988845191852;0.001710686351096
0.006410555633353;0.009345268254236;0.00247209010274
0.004566742908711;0.005179305297529;0.003530144666713
0.0027618291867;0.005887036456197;0.002234769452877
0.006068244410213;0.017033802205226;0.005270496099042
0.009036238310849;0.022116598708389;0.004795854799316
9.72475065747214e-05;-0.009892151422298;0.005102393972055
0.00430222969083;0.013229747227384;0.000781180472466
0.007348021596727;0.008404307509188;0.006209890338083
0.005632575580762;0.008943148277721;0.003184052052329
0.007748681323811;0.009409607450479;0.004993622007535
0.006686738552024;0.029403012682863;0.008316111105618
0.005776501890492;0.020443779606085;0.004479427266165
0.005760942289439;0.017862169356849;0.000850398995343
0.00658949104545;0.001865836691034;0.003540033027124
0.006752866856494;-0.019012232489686;0.001295375213836
0.000540696136551;-0.053007455304365;0.00184912339685
0.006079914111002;0.020282931615478;0.004232218255891
0.006165491916787;0.015570085490706;0.001631579467808
0.004426706499246;0.000812282352564;0.001938118640548
-0.000369540524981;0.135956764060125;0.007712921120549
0.010961738941013;-0.106875447358475;0.005102393972055
0.002462306866452;0.035965610699609;0.006328550663015
0.004912944032115;0.017315286188788;0.001522807503288
0.008192129953788;0.044329706211144;0.003866348920686
0.005679254383918;0.007801127544413;0.002205104371644
0.007507507507507;-0.003498443795691;0.001611802746987
0.006130482814421;-0.054961758390233;0.002768740915069
0.002559554373025;-0.010599882580966;0.002135885848767
-0.00289408579564;-0.064580468228502;0.001661244549041
