# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; HSSOU
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
HSSOU;MSONDQ
0.010855405992185;0.017693278966713
0.011289622231871;0.003828182176433
-0.013894919669995;-0.005669891668878
-0.04950065132436;-0.009264844258932
-0.038645245332176;0.009618709838267
-0.032566217976552;-0.010093211410556
-0.055579678679983;-0.004511786136512
0.075119409465915;0.002050811880233
0.029526704298741;-0.001359165520625
0.05427702996092;0.020990662774145
0.004776378636562;-0.002074939078824
0.005644811115935;0.010294271398815
0.013460703430309;-0.001704988700429
-0.009552757273123;-0.003997072566569
0.108988276161529;0.015763103079434
-0.06252713851498;0.006988845191852
0.041684759009987;0.009345268254236
0.076422058184977;0.005179305297529
-0.058184976118107;0.005887036456197
0.017802865827182;0.017033802205226
-0.045158488927486;0.022116598708389
0.003473729917499;-0.009892151422298
0.001736864958749;0.013229747227384
0.012158054711246;0.008404307509188
-0.028224055579678;0.008943148277721
0.041250542770299;0.009409607450479
-0.023447676943118;0.029403012682863
-0.05427702996092;0.020443779606085
-0.024316109422493;0.017862169356849
-0.101172383847156;0.001865836691034
-0.052974381241858;-0.019012232489686
0.070343030829353;-0.053007455304365
0.059921841076856;0.020282931615478
0.064264003473729;0.015570085490706
0.040816326530612;0.000812282352564
0.022579244463744;0.135956764060125
-0.013460703430309;-0.106875447358475
0.042118975249675;0.035965610699609
0.074250976986539;0.017315286188788
-0.014329135909683;0.044329706211144
-0.085106382978724;0.007801127544413
-0.037342596613113;-0.003498443795691
-0.038211029092489;-0.054961758390233
-0.03951367781155;-0.010599882580966
0.07251411202779;-0.064580468228502
0.100303951367781;0.014942778327343
0.132001736864958;-0.002670076644068
0.045158488927486;0.034759250770061
0.108119843682154;0.004165962956706
0.033868866695614;-0.010889408964058
0.072948328267477;0.010101253810088
0.130699088145896;0.018594027714107
-0.030395136778111;0.017065971803349
0.052105948762483;0.042841862298034
0.074685193226222;0.015377067901981
-0.043855840208428;0.041345975985394
-0.247069040382106;0.028542475933119
-0.011289622231872;0.02332295863794
-0.201910551454624;0.044900716577798
-0.060356057316543;0.01314932323208
-0.05601389491967;-0.041788307959563
-0.217108119843682;0.038909128927708
-0.117238384715588;-0.140733949381137
-0.010421189752497;-0.056337008709919
0.040382110290925;-0.029419097481926
0.082935301780287;0.015964163067694
0.066435084672167;-0.02261522747927
0.045592705167173;0.019591285255869
-0.033434650455928;0.022969093058605
0.071211463308728;0.044619232594236
0.02475032566218;-0.003763842980192
0.135909683022145;-0.000772070354911
0.050803300043422;0.038048592177962
0.089882761615284;0.011026129756074
0.03473729917499;0.020588542797628
-0.114198871037777;0.020049702029097
0.154580981328702;0.047932701200731
-0.067303517151542;0.033938926017968
-0.00998697351281;0.030335931028381
-0.106817194963092;0.074167008468647
0.038211029092489;-0.066985145688067
0.011723838471559;-0.0016969463009
-0.099869735128094;0.004865651715847
-0.11854103343465;0.002396635060036
-0.089014329135909;-0.095784978406157
0.192357794181502;0.015618339887891
0.108119843682154;-0.000522755969472
-0.06079027355623;0.0104229497913
-0.137646547980895;-0.013245832026443
-0.170646982197134;-0.026885741629872
-0.050369083803735;-0.063856652270772
0.100303951367781;0.021223892360526
-0.016934433347807;-0.071657779815186
0.166304819800261;-0.028043847162241
0.10551454624403;0.006546513217685
0.221884498480243;-0.025349643319582
0.02648719062093;0.044024095028994
0.099001302648719;0.014355683161628
-0.01997394702562;0.033231194859297
0.010421189752497;0.056111821523071
-0.070343030829353;0.009176377864099
-0.127225358228397;-0.014572827948947
-0.073382544507165;-0.011379995335409
0.028224055579679;0.036279264281292
-0.032132001736865;-0.037348903418824
-0.013894919669995;0.0287757055195
0.098132870169344;0.005983545250561
-0.027355623100304;-0.015980247866755
-0.042987407729049;-0.037099589033383
-0.091185410334347;-0.00299177262528
-0.091185410334347;0.032949710875735
-0.004342162396873;-0.020588542797628
-0.002171081198437;0.05188956176965
0.035171515414676;0.00402119976516
-0.063395570994356;0.032225894918009
-0.100303951367781;0.055203030376143
0.065566652192793;-0.024135240990501
-0.00651324359531;0.07652343153103
0.031697785497177;-0.020081871627218
