# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; MOCMQ
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
MOCMQ;MSONDQ
0.003632830521888;0.017693278966713
-0.022786921810121;0.003828182176433
-0.003446453178039;-0.005669891668878
0.002163199335152;-0.009264844258932
-0.006501819470628;0.009618709838267
0.006758470239205;-0.010093211410556
-0.009587739426141;-0.004511786136512
-0.012065641489431;0.002050811880233
0.032652699568888;-0.001359165520625
0.01180593535456;0.020990662774145
0.024284051293489;-0.002074939078824
0.003843650796075;0.010294271398815
-0.013251123610954;-0.001704988700429
0.013303064837928;-0.003997072566569
0.006660698517842;0.015763103079434
0.017430864699214;0.006988845191852
0.014549654285305;0.009345268254236
-0.003367013654433;0.005179305297529
0.015793188366387;0.005887036456197
0.0100582658352;0.017033802205226
0.014470214761696;0.022116598708389
0.014057740312198;-0.009892151422298
0.002300690818319;0.013229747227384
0.027366915882711;0.008404307509188
0.00687151879203;0.008943148277721
0.005765476194114;0.009409607450479
0.019190755683745;0.029403012682863
0.025833122003831;0.020443779606085
0.000384976152866;0.017862169356849
-0.008231156792232;0.001865836691034
-0.001726281955312;-0.019012232489686
-0.014849080181978;-0.053007455304365
0.00694179221676;0.020282931615478
0.013526106577287;0.015570085490706
0.013000583574962;0.000812282352564
0.011494287992716;0.135956764060125
0.005407998337881;-0.106875447358475
0.000125270017996;0.035965610699609
0.033657915079149;0.017315286188788
-0.00433250940289;0.044329706211144
-0.001237423348498;0.007801127544413
0.009676345048626;-0.003498443795691
-0.012395621049029;-0.054961758390233
-0.042014341889378;-0.010599882580966
-0.001494074117076;-0.064580468228502
-0.000146657582044;0.014942778327343
-0.022511938843788;-0.002670076644068
0.04852227209259;0.034759250770061
-0.013639155130113;0.004165962956706
0.012557555462537;-0.010889408964058
0.018766059769075;0.010101253810088
0.03228911098007;0.018594027714107
0.013440556321094;0.017065971803349
0.024119061513689;0.042841862298034
0.049069182658964;0.015377067901981
0.051825123054877;0.041345975985394
-0.024476539369923;0.028542475933119
-0.017253653454244;0.02332295863794
0.010764055448787;0.044900716577798
-0.003272297299362;0.01314932323208
0.003574778562328;-0.041788307959563
-0.033321824786964;0.038909128927708
-0.077022728869851;-0.140733949381137
-0.068305768837097;-0.056337008709919
0.015282942195525;-0.029419097481926
0.050190502088343;0.015964163067694
0.010467684918406;-0.02261522747927
0.038525113583242;0.019591285255869
0.014897966042659;0.022969093058605
0.004787758980486;0.044619232594236
0.017427809332922;-0.003763842980192
0.050401322362532;-0.000772070354911
0.010852661071273;0.038048592177962
0.011155142334239;0.011026129756074
0.012991417476084;0.020588542797628
-0.012691991579411;0.020049702029097
0.056463169087023;0.047932701200731
-0.013541383408747;0.033938926017968
0.017250598087952;0.030335931028381
-0.003657273452228;0.074167008468647
-0.011347630410672;-0.066985145688067
-0.033022398890291;-0.0016969463009
-0.025390093891406;0.004865651715847
-0.007189276886459;0.002396635060036
-0.10009074437889;-0.095784978406157
0.036419966207649;0.015618339887891
0.062246977478895;-0.000522755969472
-0.025286211437459;0.0104229497913
