# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; FMFBA
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
FMFBA;MSONDQ;GDP252
0.000129475674819;0.017693278966713;0.003797130397809
0.000182487413376;0.003828182176433;0.002561085346439
-7.7441111165152e-05;-0.005669891668878;0.000326315893562
-0.000129231381093;-0.009264844258932;0.002076555686302
-3.10253032112406e-05;0.009618709838267;0.002867624519178
0.000190549106337;-0.010093211410556;-0.000969059320274
0.000116039519885;-0.004511786136512;0.000266985731096
-0.000109443589281;0.002050811880233;-1.97767208219082e-05
-5.86304942575095e-05;-0.001359165520625;0.003520256306302
0.000270677448489;0.020990662774145;0.001156938168082
0.000406016172733;-0.002074939078824;0.004815631520138
7.59753488087144e-05;0.010294271398815;0.002610527148494
0.000232567627221;-0.001704988700429;0.002996173204521
0.000214245597766;-0.003997072566569;0.002037002244658
0.000266768748872;0.015763103079434;0.003589474829179
0.000228170340152;0.006988845191852;0.001710686351096
0.000331750880007;0.009345268254236;0.00247209010274
0.000424093908463;0.005179305297529;0.003530144666713
0.00040186317939;0.005887036456197;0.002234769452877
0.000325887830581;0.017033802205226;0.005270496099042
0.000379876744043;0.022116598708389;0.004795854799316
0.000534270378922;-0.009892151422298;0.005102393972055
0.000445347462631;0.013229747227384;0.000781180472466
0.000311474500743;0.008404307509188;0.006209890338083
0.000297061170905;0.008943148277721;0.003184052052329
0.000455607799126;0.009409607450479;0.004993622007535
0.00059534381044;0.029403012682863;0.008316111105618
0.000535491847552;0.020443779606085;0.004479427266165
0.000417497977859;0.017862169356849;0.000850398995343
0.000336636754529;0.001865836691034;0.003540033027124
0.000250401069225;-0.019012232489686;0.001295375213836
0.000575556018628;-0.053007455304365;0.00184912339685
0.000372059344809;0.020282931615478;0.004232218255891
0.00051692552437;0.015570085490706;0.001631579467808
0.000655195773328;0.000812282352564;0.001938118640548
0.000643713968202;0.135956764060125;0.007712921120549
0.000583373417862;-0.106875447358475;0.005102393972055
0.00070234446246;0.035965610699609;0.006328550663015
0.00072286513545;0.017315286188788;0.001522807503288
0.000682068083196;0.044329706211144;0.003866348920686
0.000462936610908;0.007801127544413;0.002205104371644
0.000439484413205;-0.003498443795691;0.001611802746987
0.000787602972859;-0.054961758390233;0.002768740915069
0.000610001434004;-0.010599882580966;0.002135885848767
0.000706253162077;-0.064580468228502;0.001661244549041
