# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; FSPCOM
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=3)
FSPCOM;MSONDQ;GDP252;GDP274_3
0.001383210644708;0.017693278966713;0.003797130397809;-0.000904498838067
0.000848893489311;0.003828182176433;0.002561085346439;0.000250476601311
-0.000670787770845;-0.005669891668878;0.000326315893562;0.00026439196805
-0.001031625330334;-0.009264844258932;0.002076555686302;0.002003812810487
-0.000143409799284;0.009618709838267;0.002867624519178;0.001516774974604
-0.000242871434271;-0.010093211410556;-0.000969059320274;0.001154975439378
-0.000268315108338;-0.004511786136512;0.000266985731096;0.000918414204806
0.004628435618831;0.002050811880233;-1.97767208219082e-05;0.000570530036319
0.002761795166858;-0.001359165520625;0.003520256306302;0.00054269930284
0.000587517564809;0.020990662774145;0.001156938168082;0.000445291735664
0.002389392300976;-0.002074939078824;0.004815631520138;0.000654022236756
-0.000286819598568;0.010294271398815;0.002610527148494;0.001182806172857
-0.005299223389676;-0.001704988700429;0.002996173204521;0.000640106870017
-0.003048614765427;-0.003997072566569;0.002037002244658;0.000918414204806
0.001239800845424;0.015763103079434;0.003589474829179;0.000180899767613
0.004117249076221;0.006988845191852;0.001710686351096;0.000333968801748
0.002858943740567;0.009345268254236;0.00247209010274;0.0021847125781
0.000899780837444;0.005179305297529;0.003530144666713;0.001683759375478
0.001600638404913;0.005887036456197;0.002234769452877;0.002769157981159
0.002965344559391;0.017033802205226;0.005270496099042;0.00356233388531
0.001910588616269;0.022116598708389;0.004795854799316;0.000250476601311
0.001787996368494;-0.009892151422298;0.005102393972055;0.000500953202622
0.001299940438672;0.013229747227384;0.000781180472466;0.000306138068269
0.001260618396933;0.008404307509188;0.006209890338083;5.56614669580298e-05
0.000599082871203;0.008943148277721;0.003184052052329;-0.001154975439378
-0.000349272253095;0.009409607450479;0.004993622007535;-0.002087305010924
0.003351625792946;0.029403012682863;0.008316111105618;-0.003464926318133
-8.7896328593514e-05;0.020443779606085;0.004479427266165;0.00055661466958
-0.002417149036321;0.017862169356849;0.000850398995343;0.00054269930284
-0.004658505415455;0.001865836691034;0.003540033027124;0.002769157981159
-0.001121834720206;-0.019012232489686;0.001295375213836;0.002685665780722
0.005037847465174;-0.053007455304365;0.00184912339685;0.001989897443747
0.003180459258317;0.020282931615478;0.004232218255891;0.004202440755326
0.00192678004522;0.015570085490706;0.001631579467808;0.002379527712453
7.17048996420368e-05;0.000812282352564;0.001938118640548;0.004619901757511
-0.00202161555765;0.135956764060125;0.007712921120549;0.004884293725561
0.004438764593971;-0.106875447358475;0.005102393972055;0.00164201327526
0.001313818806345;0.035965610699609;0.006328550663015;0.007444721205627
0.003675454371975;0.017315286188788;0.001522807503288;0.008140489542602
-0.002969970681948;0.044329706211144;0.003866348920686;0.006512391634082
0.000513499603888;0.007801127544413;0.002205104371644;0.006303661132989
-0.005000838484713;-0.003498443795691;0.001611802746987;0.004299848322503
-0.000129531431611;-0.054961758390233;0.002768740915069;0.001544605708083
-0.003867438458113;-0.010599882580966;0.002135885848767;0.001822913042873
-0.006596850767069;-0.064580468228502;0.001661244549041;-0.001447198140907
-0.000319202456471;0.014942778327343;0.003134610250274;0.002045558910705
0.005199761754688;-0.002670076644068;-0.00102838948274;0.008488373711089
0.007286143028144;0.034759250770061;0.006941629008494;0.008210066376299
0.003284547015862;0.004165962956706;0.003391707620959;0.007611705606501
-0.002026241680208;-0.010889408964058;0.002956619762877;0.004258102222284
-0.001480359218417;0.010101253810088;0.006249443779727;0.000793175904151
0.006242952391416;0.018594027714107;0.00504306380959;0.003882387320318
0.001905962493712;0.017065971803349;0.007287721622878;0.004439001989897
0.000726301241535;0.042841862298034;0.006031899850686;0.003687572185965
0.003353938854226;0.015377067901981;0.009295058786303;0.004355509789461
0.000668474709566;0.041345975985394;0.007366828506165;0.004258102222284
-0.005264527470494;0.028542475933119;-0.000217543929041;0.005023447392956
-0.001619142895143;0.02332295863794;0.001483254061644;0.005580062062536
-0.001986919638468;0.044900716577798;-0.00123604505137;0.004772970791645
-0.004545165412795;0.01314932323208;-0.003579586468768;0.009058903747408
-0.003488096408394;-0.041788307959563;0.00165135618863;0.009796418184601
-0.010397210448098;0.038909128927708;0.00184912339685;0.014597219709725
-0.004330050713869;-0.140733949381137;-0.005992346409042;0.015501718547792
0.006520519744869;-0.056337008709919;0.00350047958548;0.012593406899239
0.007119602616072;-0.029419097481926;0.006733973439864;0.023433477589302
-0.001006181656268;0.015964163067694;0.005962681327809;0.007486467305846
0.001033938391613;-0.02261522747927;0.00442998546411;0.010436525054618
0.007226003434896;0.019591285255869;0.008563320115892;0.006261915032771
0.001452602483071;0.022969093058605;0.003905902362329;0.008349220043694
0.001868953513251;0.044619232594236;0.004627752672329;0.007041175570182
-0.001202791864963;-0.003763842980192;0.005883574444521;0.008780596412618
-0.000555134706906;-0.000772070354911;0.005369379703151;0.0043694251562
-0.001905962493711;0.038048592177962;0.002481978463151;0.006484560900602
-0.00068004001596;0.011026129756074;0.004390432022466;0.010339117487441
-0.002849691495452;0.020588542797628;0.006991070810549;0.006206253565813
-0.003189711503432;0.020049702029097;0.00267974567137;0.013289175236213
0.004563669903025;0.047932701200731;0.010135569421234;0.011619331227475
0.003976152338216;0.033938926017968;0.002116109127945;0.01038086358766
-0.003138824155299;0.030335931028381;0.003955344164384;0.012704729833155
0.001538185750386;0.074167008468647;0.00257097370685;0.01230118419771
0.001267557580769;-0.066985145688067;-0.000187878847808;0.016754101554347
0.003501974776066;-0.0016969463009;0.004884850043014;0.016573201786733
-0.000638404912942;0.004865651715847;0.001433812259589;0.025854751401973
0.003467278856885;0.002396635060036;-0.000791068832877;0.043262875193076
-0.001316131867624;-0.095784978406157;-0.011134293822741;0.042386207088488
0.010323192487177;0.015618339887891;0.005310049540686;0.022250671416445
0.006825843833668;-0.000522755969472;0.006565871312878;0.01884140656527
-0.001107956352534;0.0104229497913;0.002135885848767;0.009615518416988
0.000897467776165;-0.013245832026443;0.000118660324932;0.009267634248501
-0.004952264197859;-0.026885741629872;0.001987560442603;0.005037362759695
-0.002433340465273;-0.063856652270772;-0.00380701875822;0.012774306666852
-0.005525903394995;0.021223892360526;0.00329282401685;0.009365041815677
-6.01395932484095e-05;-0.071657779815186;0.001779904873973;0.000751429803933
-0.000208383690605;-0.028043847162241;0.003896014001918;0.003423180217915
0.015883375450324;0.006546513217685;0.009245616984248;0.007333398271711
0.007589015271987;-0.025349643319582;0.005082617251234;0.011591500493996
0.010469031000804;0.044024095028994;0.010412443512741;0.00519043179383
0.001928838669758;0.014355683161628;0.009482937634111;0.009142395947845
0.000164042305891;0.033231194859297;0.008573208476303;0.005691384996452
-0.003738785989788;0.056111821523071;0.004756301357672;-0.001127144705899
-0.00319301918106;0.009176377864099;0.007979906851645;0.008029166608686
0.003315634559448;-0.014572827948947;0.004360766941234;0.002003812810487
0.003229033545171;-0.011379995335409;0.007505265551919;0.004592071024032
0.008407006262614;0.036279264281292;0.009690593202741;0.005301754727746
0.005201218983294;-0.037348903418824;0.005329826261508;0.005872284764065
0.0024304953999;0.0287757055195;0.01122328906644;0.004397255889679
0.00600750588385;0.005983545250561;0.001364593736713;-0.000250476601311
0.015960793611324;-0.015980247866755;0.00504306380959;0.003033549949209
0.014303045723439;-0.037099589033383;0.006457099348357;0.003910218053797
