# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; sFYBAAC
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
sFYBAAC;MSONDQ
-0.035301668806162;0.017693278966713
-0.01604621309371;0.003828182176433
0.014762516046213;-0.005669891668878
0.025673940949936;-0.009264844258932
0.031450577663672;0.009618709838267
0.054557124518614;-0.010093211410556
-0.011553273427471;-0.004511786136512
0.012836970474969;0.002050811880233
-0.009627727856226;-0.001359165520625
-0.019255455712452;0.020990662774145
0.002567394094993;-0.002074939078824
-0.017971758664954;0.010294271398815
0.017971758664954;-0.001704988700429
-0.016046213093709;-0.003997072566569
-0.00064184852375;0.015763103079434
-0.010269576379974;0.006988845191852
-0.021181001283697;0.009345268254236
-0.016688061617458;0.005179305297529
-0.01604621309371;0.005887036456197
-0.013478818998716;0.017033802205226
0.0;0.022116598708389
-0.00385109114249;-0.009892151422298
0.001283697047497;0.013229747227384
-0.010269576379975;0.008404307509188
0.005776636713736;0.008943148277721
0.005776636713736;0.009409607450479
-0.028883183568678;0.029403012682863
-0.018613607188703;0.020443779606085
0.060333761232349;0.017862169356849
0.003209242618742;0.001865836691034
0.078305519897304;-0.019012232489686
0.031450577663673;-0.053007455304365
-0.026315789473685;0.020282931615478
-0.014762516046214;0.015570085490706
-0.000641848523748;0.000812282352564
0.026957637997433;0.135956764060125
0.011553273427471;-0.106875447358475
0.02374839537869;0.035965610699609
-0.028241335044928;0.017315286188788
-0.010911424903723;0.044329706211144
0.006418485237483;0.007801127544413
-0.033376123234916;-0.003498443795691
0.003209242618743;-0.054961758390233
0.060333761232349;-0.010599882580966
-0.02439024390244;-0.064580468228502
0.13222079589217;0.014942778327343
0.091142490372272;-0.002670076644068
0.017329910141207;0.034759250770061
-0.029525032092426;0.004165962956706
-0.026957637997433;-0.010889408964058
0.058408215661103;0.010101253810088
-0.062259306803594;0.018594027714107
-0.023106546854942;0.017065971803349
-0.038510911424904;0.042841862298034
-0.050064184852375;0.015377067901981
-0.049422336328627;0.041345975985394
-0.014762516046212;0.028542475933119
-0.005134788189988;0.02332295863794
0.081514762516046;0.044900716577798
-0.037227214377406;0.01314932323208
0.005776636713736;-0.041788307959563
0.062901155327343;0.038909128927708
0.202824133504492;-0.140733949381137
0.039794608472401;-0.056337008709919
-0.101412066752247;-0.029419097481926
-0.056482670089858;0.015964163067694
